Title,Dialogue Ratio,Parenthetical Ratio,Words per Line,Dialogue Sentiment,Number of Scenes
THE BOUNTY HUNTER,0.73603894584094,0.0456,12.5792,0.051214886964886956,0
PARIS DRAFT 9/20/00,0.6361414065438135,0.27366863905325445,20.01775147928994,0.017212684617732715,158
GREEN: 1/ 13/04,0.3418949771689498,0.24961715160796324,12.842266462480858,0.004802954296716281,311
THE BOURNE ULTIMATUM,0.29116265120463863,0.08880994671403197,10.346358792184725,0.052062217370291056,345
THE BOX,0.8049664192294097,0.007050528789659225,21.407755581668624,0.020020910040927823,212
BOYHOOD,0.5442586832555728,0.039721946375372394,8.340615690168818,0.13956600786766427,159
VOICE OVER,0.9076686329828161,0.028132992327365727,31.67902813299233,0.033578341393748386,116
INTERVIEWER,0.2652799627104819,0.3445287107258938,9.865655471289275,0.03288510706820566,141
P.,0.17352242352242353,0.425,116.85,0.03884445716138629,0
HOWARD,0.2439171699741156,0.2280130293159609,9.208469055374593,0.06075677338934914,154
BRIAN (VO),0.5752853380158033,0.09828009828009827,9.65970515970516,0.03808977893799325,43
MIME,0.7670753064798599,0.03229061553985873,17.679112008072654,0.034235923351212644,119
BRICK,0.8096614368290669,0.12997658079625293,20.666276346604217,0.013445612032078195,123
BRIDESMAIDS,0.8075940269903378,0.004297994269340974,14.489255014326648,0.08695089565925554,103
BRINGING OUT THE DEAD,0.475251189846642,0.121251629726206,11.717079530638852,0.03879412052152579,74
BROKEN ARROW,0.822135860306644,0.06966773847802786,16.55198285101822,0.019520309255663823,187
BROKEN EMBRACES,0.8418193651747271,0.025024061597690085,32.36669874879692,0.050204790099779045,155
THE BROTHERS BLOOM,0.38382846386774694,0.039492242595204514,13.229901269393512,0.0644733509743687,228
BRUCE,0.40129159182276963,0.17699115044247787,10.379424778761061,0.15001395868230064,137
KNIGHT,0.4992061789315598,0.16584887144259078,11.417075564278704,-0.01329044768278954,123
DISSOLVE TO:,0.6365033222591362,0.2507936507936508,16.21904761904762,0.06995578628353742,128
BURIED,0.8864487010127697,0.026854219948849106,20.59462915601023,0.0633643984658329,3
BURLESQUE,0.7416222874325255,0.0395738203957382,15.579147640791476,0.09120246604711946,135
BURN AFTER READING,0.354761563112833,0.023696682464454975,7.030331753554503,0.06696346993334408,149
BURNING ANNIE,0.8165666266506603,0.011976047904191617,14.546621043627031,0.057253980185894435,94
SHOOTING DRAFT,0.8534035791938451,0.14893617021276595,25.544430538172715,0.002800475583980728,182
CANDLE TO WATER,0.3090016868578439,0.15336134453781514,12.699579831932773,0.007109209241111053,120
CAPOTE,0.7876853673753419,0.1583011583011583,21.123552123552123,0.0455579485873603,185
CARRIE,0.20719652036378014,0.260347129506008,6.296395193591455,0.10069176003734835,85
CARS,0.7363260675796127,0.02377179080824089,14.400950871632329,0.09976233799870182,112
CASE 39,0.8478634629093806,0.02781136638452237,24.448609431680772,-0.022316141614984433,160
CASINO,0.49209183673469387,0.055800883179446,10.841429144921719,0.07578195796578072,444
CAST AWAY,0.2472199417867005,0.03413400758533502,8.375474083438686,0.06369023403446815,300
CATCH ME IF YOU CAN,0.7647711511789181,0.006815968841285297,21.4761441090555,0.04439101368500352,213
SECOND DRAFT POLISH,0.23473058427051385,0.12994350282485875,8.755649717514125,0.03691652653961809,158
CECIL B. DEMENTED,0.5152449770884737,0.03580901856763926,15.509283819628648,0.047442605235931384,0
CEDAR RAPIDS,0.8177268069677622,0.06954689146469968,21.864067439409904,0.07200383579454463,119
CELESTE AND JESSE FOREVER,0.8008251878775972,0.0009124087591240876,14.875912408759124,0.0951492014883691,105
WOMAN,0.30103202306875093,0.13003452243958574,9.130034522439585,0.04335035233386882,163
THE CHANGE-UP,0.8160246269613921,0.037574722459436376,16.298889837745516,0.06092770777638488,92
CHANGELING,0.8481265264788229,0.18495297805642633,29.75444096133751,0.029356175475926616,188
CHAOS,0.43253199829972133,0.1505524861878453,12.649171270718233,0.07204810915866194,164
CHARADE,0.7506624358009748,0.18651066758430832,15.792842395044735,0.03167912770443308,209
EARLY DRAFT,0.24193066985033898,0.13226744186046513,8.247093023255815,0.08268952065884587,146
CHERRY FALLS,0.27454057611502053,0.09523809523809523,7.595238095238095,0.009925381190625093,292
CHINATOWN,0.8287570577770903,0.25674570727718726,17.522485690923958,0.023459625151414774,76
CHRIST COMPLEX,0.4123414520270796,0.16184971098265896,7.657514450867052,0.07634601101512864,47
CHRONICLE,0.33359229334990675,0.08745247148288973,8.163498098859316,-0.011375423380631702,78
THE CHRONICLES OF NARNIA,0.810982795192081,0.03115727002967359,10.210682492581602,0.040360064771829504,0
THE CIDER HOUSE RULES,0.8305103509354589,0.1909892262487757,22.04309500489716,0.15300508309575545,189
THE CINCINNATI KID,0.8294204246087091,0.20468890892696123,19.30477908025248,0.10228088897908402,114
CIRQUE DU FREAK,0.8655353604961668,0.008394543546694649,21.087093389296957,-0.0031410091747380835,88
PROLOGUE,0.8378012684989429,0.4311624072547403,24.502061005770816,0.07742909918136119,100
CITY OF JOY,0.2796105647469,0.049531459170013385,11.380187416331994,0.15512916964373308,167
CLASH OF THE TITANS,0.808380763837334,0.06077981651376147,22.477064220183486,0.03191626779988845,145
CLIFFHANGER,0.8301324713190087,0.5195035460992907,46.44326241134752,0.009438912981539751,101
STUMP,0.40580168776371306,0.1857429718875502,11.587349397590362,0.08169745563078899,121
CODE OF SILENCE,0.8617801047120419,0.2511111111111111,34.74888888888889,-0.004790339365619127,230
SWIMMERS VOICE,0.8013187401680222,0.14744801512287334,22.628544423440452,0.012562912283095782,201
PRODUCTION DRAFT,0.189548090450537,0.07448494453248812,8.754358161648177,0.036292295036091576,191
COLLATERAL,0.30618927287610775,0.19675925925925927,9.957175925925926,0.04396865787435191,170
COLOMBIANA,0.8523139303676557,0.008048289738430584,21.992957746478872,0.038997401417421536,278
COLOR OF NIGHT,0.8903214285714286,0.0,19.660094637223974,0.07656323825868379,0
COMMANDO,0.8242741887992462,0.01929824561403509,24.556140350877193,-0.0006141445180570591,158
CONAN THE BARBARIAN,0.8841107254719377,0.014492753623188406,30.27246376811594,0.015915058149100696,82
PERFORMER,0.4166097198215219,0.13779128672745694,10.50050658561297,0.07633110755722222,213
JAKE,0.4632824640395266,0.07838983050847458,12.316737288135593,0.07959008535623928,143
EARLY PRODUCTION DRAFT,0.23338775510204082,0.09478021978021978,7.854395604395604,0.039499965008048164,156
THE COOLER,0.8580706328513866,0.1797945205479452,30.99486301369863,0.025168613534725544,95
CORALINE,0.7561438198619911,0.05658198614318707,21.637413394919168,0.01267779143435121,105
CORIOLANUS,0.8872099044391094,0.028151774785801713,23.06854345165239,0.04436545043173295,78
COWBOYS ALIENS,0.7286191897041377,0.053837342497136315,23.216494845360824,0.026128979620729995,108
DOUGLAS,0.27152534965034963,0.043227665706051875,7.161383285302594,0.06902616865804932,167
CRANK,0.5270419182791908,0.10883720930232559,11.122790697674418,-0.00799239512202473,26
SHOOTING DRAFT,0.9363147633957583,0.11206896551724138,68.3146551724138,0.005424140736535336,105
"CRAZY, STUPID, LOVE",0.7617047098912384,0.0297029702970297,14.687668766876687,0.06836730180686236,84
CRAZY LOVE,0.8232223476297968,0.0842013888888889,15.1953125,0.06363407140005133,118
CREATION,0.33626508488443446,0.056910569105691054,10.692682926829269,0.11160922289478097,155
CRIME SPREE,0.4584786879987169,0.0866601752677702,11.133398247322297,-0.038070542497625856,211
THE CROODS,0.8014992155267593,0.02531645569620253,15.872266973532795,0.06899825858443183,23
CROUPIER,0.711919299177064,0.15460122699386503,16.452760736196318,0.031959742775903355,153
THE CROW: CITY OF ANGELS,0.8395522388059702,0.056179775280898875,27.808988764044944,-0.021389580132938246,116
OVER BLACKNESS.,0.7109046364350761,0.08732876712328767,26.333904109589042,-0.017427861561798,124
CRUEL INVENTIONS,0.5126582278481012,0.08298755186721991,9.66286307053942,0.06250882461301731,106
JODY,0.36624983885522755,0.0026595744680851063,5.037234042553192,0.011634343930788882,105
THE CURIOUS CASE OF BENJAMIN BUTTON,0.3234831223133119,0.1745019920318725,10.972908366533865,0.11713311474428079,305
CUSTODY,0.786974845252206,0.003205128205128205,12.768162393162394,0.07893499994348561,187
DALLAS BUYERS CLUB,0.41629368416293683,0.08928571428571429,12.648351648351648,0.030448594879925395,155
THE DAMNED UNITED,0.445640125623499,0.10802919708029197,14.086131386861314,0.08329114179905903,131
DANCES WITH WOLVES,0.9051174450923756,0.0514018691588785,51.73831775700935,0.044612800518542786,275
DARK CITY,0.18513728243597796,0.10971223021582734,9.010791366906474,0.02790322317547141,118
THE DARK KNIGHT RISES,0.8446819338422392,0.006259780907668232,19.481220657276996,0.010341348059548417,322
DARK STAR: SCIENCE FICTION ADVENTURE,0.545322063538327,0.1348314606741573,10.51123595505618,0.07623692279942282,0
DARKMAN,0.7509753901560624,0.014111006585136407,18.831608654750706,0.009094359148850577,77
DATE NIGHT,0.7878704214982514,0.02888086642599278,15.453068592057761,0.03144476382084569,67
DAVE BARRY'S COMPLETE GUIDE TO GUYS,0.7640638575152042,0.117797695262484,18.01664532650448,0.07905292601455398,115
DISSOLVE TO:,0.0030137292108494253,13.043478260869565,4.695652173913044,0.10430839002267575,66
NIGHT,0.789578289307267,0.5889781859931114,25.086107921928818,0.0643881317224988,142
DEADPOOL,0.31004209693088186,0.23076923076923078,11.428381962864721,0.04979659876844183,100
DEAR WHITE PEOPLE,0.47151465351958366,0.03418803418803419,11.03525641025641,0.0655033060314751,92
DEATH AT FUNERAL,0.7939399750695177,0.014925373134328358,15.447761194029852,0.02828188632627678,161
RANDOLPH,0.4371682861108843,0.11054637865311309,13.606099110546378,0.08326523065526409,116
THE DEBT,0.3103059883611789,0.07177814029363784,13.482871125611746,0.019007637546306643,168
DECEPTION,0.7999641962047978,0.07052896725440806,28.139798488664987,0.03473274992711803,184
DEEP COVER,0.8086046511627907,0.4052757793764988,20.845323741007196,0.04301245752455428,133
OPEN TO:,0.8090585765094057,0.08244274809160305,28.825954198473283,0.007662599735730123,0
DEFIANCE,0.722291357231745,0.07911683532658693,16.552897884084636,0.008208510848778041,6
THE DEPARTED,0.6711961024757234,0.13651315789473684,16.654605263157894,0.01678135262852578,207
THE DESCENDANTS,0.5290546400693842,0.06707317073170732,13.018292682926829,0.07731136602976854,120
DESPICABLE ME,0.2496220710506425,0.15702479338842976,7.2782369146005506,0.1386202395577397,0
DETROIT ROCK CITY,0.8687162288056642,0.1315136476426799,28.923076923076923,0.010962273036633528,105
THE DEVIL'S ADVOCATE,0.4597757932737982,0.2518796992481203,11.371240601503759,0.08483057708361665,231
DEVIL IN BLUE DRESS,0.4009097075370067,0.13616557734204793,10.94553376906318,0.08187948609411816,101
DIE HARD,0.7067318891218263,0.099601593625498,24.175298804780876,0.01747376607688854,118
SECOND REVISED DRAFT,0.7674950224909668,0.4462934947049924,31.491679273827533,0.038703546453546366,114
DINER,0.7763556084734832,0.046908315565031986,16.683368869936036,0.07736178524057309,53
THE DISTINGUISHED GENTLEMAN,0.5190217391304348,0.13157894736842105,12.398245614035087,0.15310850541863155,144
DISTURBIA,0.23593674776876644,0.25554106910039115,8.30638852672751,0.07029708372249802,121
DJANGO UNCHAINED,0.8591237533075514,0.01694915254237288,28.616101694915255,0.051607310990872665,0
DISSOLVE TO:,0.006683273588917917,2.6666666666666665,36.666666666666664,0.05936147186147183,0
"SOUND TRACK COMES FROM THOUSAND TRANSISTOR RADIOS, TV SETS,",0.8380043445746234,0.1310344827586207,20.286206896551725,0.03332070426389378,70
LOKI,0.005001875703388771,0.009009009009009009,0.13104013104013104,0.12904761904761905,1
REVISED DRAFT,0.49824103719514606,0.07232968881412952,10.6013456686291,-0.041334110998781703,114
SHOOTING DRAFT,0.7857049454716636,0.3143309580364212,23.78701504354711,0.047252731265314464,131
CHARACTERS,0.8883280548957508,0.013877551020408163,21.981224489795917,0.02557427703359772,47
DRAG ME TO HELL,0.8646045773849989,0.013254786450662739,22.477172312223857,0.051345253937408915,73
SHOOTING DRAFT,0.916751372230128,0.1251840942562592,26.56553755522828,0.029830963736859357,0
DRIVE ANGRY,0.8468687523639704,0.010057471264367816,22.51867816091954,-0.005125762830025692,138
DRIVE,0.8172101696456997,0.0,28.47543581616482,0.03218701990695665,160
BEN,0.4305012646585422,0.29068825910931173,12.127935222672065,0.05913293401427056,161
MRS. TEASDALE,0.816013285692718,0.13427561837455831,28.648409893992934,0.08397792360858902,0
LLOYD,0.3936910928080156,0.15367965367965367,10.035714285714286,0.103337600240174,140
DUNE,0.3101785641319005,0.3865814696485623,12.126198083067093,0.09029711948845137,266
FOR OFFICIAL USE ONLY,0.0014336917562724014,0.0,6.5,0.0,0
EAGLE EYE,0.7425350099099978,0.08201304753028892,21.298229263746506,0.0183723807884881,180
EASTERN PROMISES,0.2891225589820624,0.0962566844919786,8.748663101604278,0.01668667586307774,104
"EASY ""A""",0.8078002244668911,0.0011123470522803114,19.2146829810901,0.05472813238770686,107
CUT TO:,0.0004420511171837325,31.714285714285715,1.5714285714285714,0.0,221
ED WOOD,0.4313297282307266,0.200652528548124,10.149265905383361,0.1162155176183391,163
SELF-HELP TAPE,0.2587828859952166,0.044444444444444446,7.213333333333333,0.05370420110525655,194
THE ELEPHANT MAN,0.8910108367383194,0.1270611057225994,29.188166828322018,0.05728899665269176,0
ELIZABETH: THE GOLDEN AGE,0.38437938288920054,0.04004711425206125,10.32979976442874,0.10793315592773033,147
ENEMY OF THE STATE,0.38666666666666666,0.12607944732297063,7.613126079447323,0.058375638595523874,188
ENOUGH,0.776866790090805,0.10894941634241245,22.858625162127108,0.06799837614354906,129
ENTRAPMENT,0.24570924631978835,0.005249343832020997,9.506561679790027,0.08025754072067014,86
ERIN BROCKOVICH,0.43527332064182755,0.10028116213683223,12.0,0.07969973758077395,261
ESCAPE FROM L.A.,0.8692544670363525,0.15127388535031847,33.697452229299365,0.018981820938854487,133
EVEN COWGIRLS GET THE BLUES,0.8670845728856779,0.07333333333333333,36.27111111111111,0.06761021211273098,104
SHOOTING DRAFT,0.7432969442287489,0.2039045553145336,17.649674620390456,-0.0016562045773531582,316
EVIL DEAD II,0.0782073067119796,0.020833333333333332,7.670833333333333,-0.009329275569877078,236
BOOK OF THE DEAD,0.22678895907242363,0.0,8.45483870967742,0.1010556714442725,0
EX MACHINA,0.32327333202895714,0.023591087811271297,8.661861074705111,0.09324769540910555,141
EXCALIBUR,0.9145075785858284,0.10638297872340426,40.09165302782324,0.034109015083041,173
EXISTENZ,0.8725494827341868,0.08445040214477212,24.760053619302948,0.017962421773816767,45
EXTRACT,0.8222759558712407,0.0596529284164859,17.703904555314534,0.04769923972918669,84
FACE/OFF,0.31642948407278493,0.1352112676056338,10.11549295774648,0.020272439534575477,154
FAIR GAME,0.7892775472177522,0.014874141876430207,21.324942791762012,0.042818651421604785,149
FANTASTIC FOUR,0.8226475849731664,0.07532751091703056,25.101528384279476,0.03207171750361104,172
FANTASTIC MR. FOX,0.890378658282861,0.03614457831325301,29.003012048192772,0.011689655492734048,57
FARGO,0.004434196523589925,6.0,75.0,-0.4,22
SHOOTING DRAFT,0.8446842067531722,0.16184351554126475,25.257234726688104,0.016680666271821496,169
THE FAULT IN OUR STARS,0.8143575674439872,0.043407043407043405,16.045045045045047,0.07136286898310787,1
